po_number,po_line,posting_date,company_code,site_id,site_name,department_id,department_name,cost_center,supplier_child_id,supplier_child_name,supplier_parent_id,supplier_parent_name,supplier_grandparent_id,supplier_grandparent_name,item_code,item_cat_l_id,item_cat_l_name,item_cat_m_id,item_cat_m_name,item_cat_s_id,item_cat_s_name,uom,quantity,unit_price,net_amount,currency,payment_terms,buyer,contract_flag,purchasing_channel,tax_amount,gross_amount
PO20253000109,1,2025-04-04,JP01,S004,関西物流センター,D004,人事,CC2201,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000093,CL002,リテールプロモ,CM019,売場データ,CS0093,売場データ（スポット対応）,HOUR,20.0,173979.59,3479591.74,JPY,NET60,SUZUKI,0,Framework,347959.17,3827550.91
PO20253000361,1,2025-04-05,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000001,CL001,マーケティング,CM001,広告出稿,CS0001,広告出稿（標準プラン）,LOT,3.0,4644889.42,13934668.27,JPY,NET30,UEDA,0,Framework,1393466.83,15328135.1
PO20253000028,1,2025-04-06,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC046,アクティブパッケージ71 合同会社,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000232,CL005,IT,CM047,開発外注,CS0232,開発外注（プレミアムプラン）,PACK,10.0,982682.71,9826827.08,JPY,NET60,SATO,0,Framework,982682.71,10809509.79
PO20253000081,1,2025-04-07,JP01,S005,名古屋拠点,D009,SCM企画,CC5101,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000121,CL003,ビジネスサービス,CM025,会計/経理,CS0121,会計/経理（標準プラン）,SET,3.0,1998690.49,5996071.46,JPY,NET60,TANAKA,0,eProc,599607.15,6595678.61
PO20253000139,1,2025-04-07,JP01,S001,本社（東京）,D007,カスタマーセンター,CC7001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000011,CL001,マーケティング,CM003,クリエイティブ制作,CS0011,クリエイティブ制作（標準プラン）,SET,50.0,1727810.03,86390501.43,JPY,NET60,UEDA,1,eProc,8639050.14,95029551.57
PO20253000158,1,2025-04-07,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000015,CL001,マーケティング,CM003,クリエイティブ制作,CS0015,クリエイティブ制作（単発作業）,PACK,20.0,774701.91,15494038.18,JPY,NET60,UEDA,0,Spot,1549403.82,17043442.0
PO20253000378,1,2025-04-07,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC010,ユニオンマーケ85 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000110,CL003,ビジネスサービス,CM022,人材派遣,CS0110,人材派遣（単発作業）,EA,3.0,1630275.7,4890827.1,JPY,NET30,UEDA,0,Framework,489082.71,5379909.81
PO20253000019,1,2025-04-08,JP01,S005,名古屋拠点,D004,人事,CC2201,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000053,CL002,リテールプロモ,CM011,店頭什器,CS0053,店頭什器（スポット対応）,HOUR,20.0,351757.1,7035141.99,JPY,NET45,KOBAYASHI,0,Framework,703514.2,7738656.19
PO20253000440,1,2025-04-09,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC013,ネクサスデジタル46 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000018,CL001,マーケティング,CM004,SNS運用,CS0018,SNS運用（スポット対応）,PACK,3.0,764203.78,2292611.35,JPY,NET60,KOBAYASHI,1,eProc,229261.14,2521872.49
PO20253000220,1,2025-04-10,JP01,S004,関西物流センター,D006,物流,CC5001,SC013,ネクサスデジタル46 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000095,CL002,リテールプロモ,CM019,売場データ,CS0095,売場データ（単発作業）,SET,3.0,2915784.15,8747352.44,JPY,NET45,SATO,1,Spot,874735.24,9622087.68
PO20253000332,1,2025-04-10,JP01,S005,名古屋拠点,D004,人事,CC2201,SC011,サミットプロモ30 株式会社,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000142,CL003,ビジネスサービス,CM029,設備保全,CS0142,設備保全（プレミアムプラン）,SET,2.0,2303403.92,4606807.84,JPY,NET60,UEDA,0,Framework,460680.78,5067488.62
PO20253000346,1,2025-04-11,JP01,S002,横浜オフィス,D006,物流,CC5001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000239,CL005,IT,CM048,IT運用,CS0239,IT運用（月額サブスク）,MONTH,6.0,6208305.92,37249835.49,JPY,NET60,UEDA,0,Framework,3724983.55,40974819.04
PO20253000452,1,2025-04-12,JP01,S002,横浜オフィス,D009,SCM企画,CC5101,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000045,CL001,マーケティング,CM009,撮影/動画,CS0045,撮影/動画（単発作業）,MONTH,2.0,3778481.02,7556962.03,JPY,NET30,UEDA,0,eProc,755696.2,8312658.23
PO20253000063,1,2025-04-13,JP01,S003,関東物流センター,D004,人事,CC2201,SC021,ネクサスサプライ18 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000138,CL003,ビジネスサービス,CM028,清掃/警備,CS0138,清掃/警備（スポット対応）,SET,2.0,2235926.35,4471852.7,JPY,NET60,KOBAYASHI,0,Framework,447185.27,4919037.97
PO20253000393,1,2025-04-13,JP01,S001,本社（東京）,D005,情報システム,CC2001,SC001,オリオンコンサル54 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000058,CL002,リテールプロモ,CM012,POP/印刷,CS0058,POP/印刷（スポット対応）,LOT,6.0,5350567.46,32103404.74,JPY,NET45,TANAKA,0,Catalog,3210340.47,35313745.21
PO20253000429,1,2025-04-13,JP01,S001,本社（東京）,D004,人事,CC2201,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000082,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0082,ディスプレイ施工（プレミアムプラン）,SET,2.0,1418679.73,2837359.46,JPY,NET30,SUZUKI,1,Catalog,283735.95,3121095.41
PO20253000262,1,2025-04-15,JP01,S003,関東物流センター,D006,物流,CC5001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000043,CL001,マーケティング,CM009,撮影/動画,CS0043,撮影/動画（スポット対応）,MONTH,12.0,5953801.02,71445612.23,JPY,NET30,KOBAYASHI,1,Spot,7144561.22,78590173.45
PO20253000320,1,2025-04-15,JP01,S003,関東物流センター,D006,物流,CC5001,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000006,CL001,マーケティング,CM002,デジタル広告,CS0006,デジタル広告（標準プラン）,SET,3.0,1801084.93,5403254.8,JPY,NET30,SATO,1,eProc,540325.48,5943580.28
PO20253000308,1,2025-04-17,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC010,ユニオンマーケ85 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000051,CL002,リテールプロモ,CM011,店頭什器,CS0051,店頭什器（標準プラン）,SET,3.0,1394156.59,4182469.76,JPY,NET30,UEDA,0,eProc,418246.98,4600716.74
PO20253000352,1,2025-04-17,JP01,S001,本社（東京）,D008,総務,CC1001,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000204,CL005,IT,CM041,PC/周辺機器,CS0204,PC/周辺機器（月額サブスク）,LOT,12.0,5118413.27,61420959.26,JPY,NET45,SATO,0,eProc,6142095.93,67563055.19
PO20253000197,1,2025-04-18,JP01,S001,本社（東京）,D005,情報システム,CC2001,SC007,アクティブBPO69 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000055,CL002,リテールプロモ,CM011,店頭什器,CS0055,店頭什器（単発作業）,MONTH,1.0,8374134.07,8374134.07,JPY,NET30,KOBAYASHI,1,Spot,837413.41,9211547.48
PO20253000443,1,2025-04-18,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC025,アクティブプロモ20 合同会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000148,CL003,ビジネスサービス,CM030,総務支援,CS0148,総務支援（スポット対応）,LOT,3.0,5286122.0,15858366.01,JPY,NET60,UEDA,0,eProc,1585836.6,17444202.61
PO20253000455,1,2025-04-18,JP01,S003,関東物流センター,D009,SCM企画,CC5101,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000092,CL002,リテールプロモ,CM019,売場データ,CS0092,売場データ（プレミアムプラン）,SET,3.0,1440591.44,4321774.33,JPY,NET60,SATO,1,Catalog,432177.43,4753951.76
PO20253000162,1,2025-04-19,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000001,CL001,マーケティング,CM001,広告出稿,CS0001,広告出稿（標準プラン）,LOT,12.0,4239415.43,50872985.16,JPY,NET30,UEDA,0,Catalog,5087298.52,55960283.68
PO20253000273,1,2025-04-19,JP01,S004,関西物流センター,D004,人事,CC2201,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000092,CL002,リテールプロモ,CM019,売場データ,CS0092,売場データ（プレミアムプラン）,SET,1.0,2167371.28,2167371.28,JPY,NET30,KOBAYASHI,0,Framework,216737.13,2384108.41
PO20253000006,1,2025-04-20,JP01,S005,名古屋拠点,D006,物流,CC5001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000115,CL003,ビジネスサービス,CM023,研修/教育,CS0115,研修/教育（単発作業）,PACK,3.0,797243.95,2391731.84,JPY,NET60,KOBAYASHI,0,Framework,239173.18,2630905.02
PO20253000102,1,2025-04-20,JP01,S002,横浜オフィス,D009,SCM企画,CC5101,SC039,ユニオンコンサル99 合同会社,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000111,CL003,ビジネスサービス,CM023,研修/教育,CS0111,研修/教育（標準プラン）,HOUR,40.0,280467.58,11218703.02,JPY,NET60,UEDA,0,Framework,1121870.3,12340573.32
PO20253000281,1,2025-04-20,JP01,S001,本社（東京）,D005,情報システム,CC2001,SC017,フロンティアマーケ30 株式会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000112,CL003,ビジネスサービス,CM023,研修/教育,CS0112,研修/教育（プレミアムプラン）,HOUR,160.0,189340.73,30294516.39,JPY,NET30,KOBAYASHI,0,Framework,3029451.64,33323968.03
PO20253000300,1,2025-04-20,JP01,S003,関東物流センター,D008,総務,CC1001,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000055,CL002,リテールプロモ,CM011,店頭什器,CS0055,店頭什器（単発作業）,MONTH,2.0,7199969.07,14399938.14,JPY,NET60,SUZUKI,0,Catalog,1439993.81,15839931.95
PO20253000316,1,2025-04-20,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000135,CL003,ビジネスサービス,CM027,コンサル,CS0135,コンサル（単発作業）,HOUR,80.0,289092.38,23127390.58,JPY,NET60,SUZUKI,0,Spot,2312739.06,25440129.64
PO20253000330,1,2025-04-20,JP01,S004,関西物流センター,D004,人事,CC2201,SC003,ネクサスイベント44 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000131,CL003,ビジネスサービス,CM027,コンサル,CS0131,コンサル（標準プラン）,LOT,3.0,3048635.9,9145907.69,JPY,NET45,UEDA,1,eProc,914590.77,10060498.46
PO20253000488,1,2025-04-20,JP01,S004,関西物流センター,D008,総務,CC1001,SC003,ネクサスイベント44 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000207,CL005,IT,CM042,ソフトウェア,CS0207,ソフトウェア（プレミアムプラン）,LOT,2.0,4427457.18,8854914.35,JPY,NET45,KOBAYASHI,1,eProc,885491.44,9740405.79
PO20253000448,1,2025-04-21,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC047,クレストロジ1 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000055,CL002,リテールプロモ,CM011,店頭什器,CS0055,店頭什器（単発作業）,MONTH,1.0,6829725.61,6829725.61,JPY,NET45,SUZUKI,0,eProc,682972.56,7512698.17
PO20253000111,1,2025-04-22,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000094,CL002,リテールプロモ,CM019,売場データ,CS0094,売場データ（月額サブスク）,PACK,3.0,1045642.89,3136928.66,JPY,NET30,KOBAYASHI,0,Framework,313692.87,3450621.53
PO20253000369,1,2025-04-22,JP01,S005,名古屋拠点,D005,情報システム,CC2001,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000204,CL005,IT,CM041,PC/周辺機器,CS0204,PC/周辺機器（月額サブスク）,LOT,1.0,4600249.01,4600249.01,JPY,NET60,TANAKA,0,Spot,460024.9,5060273.91
PO20253000225,1,2025-04-23,JP01,S001,本社（東京）,D007,カスタマーセンター,CC7001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000230,CL005,IT,CM046,SaaS(業務),CS0230,SaaS(業務)（単発作業）,LOT,12.0,3006274.73,36075296.74,JPY,NET45,SUZUKI,0,Spot,3607529.67,39682826.41
PO20253000293,1,2025-04-23,JP01,S003,関東物流センター,D004,人事,CC2201,SC028,ノヴァマーケ88 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000241,CL005,IT,CM049,データ基盤,CS0241,データ基盤（標準プラン）,EA,50.0,983712.58,49185629.19,JPY,NET60,SATO,0,eProc,4918562.92,54104192.11
PO20253000500,1,2025-04-23,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC007,アクティブBPO69 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000098,CL002,リテールプロモ,CM020,販促物流,CS0098,販促物流（スポット対応）,MONTH,2.0,5872446.01,11744892.02,JPY,NET30,UEDA,0,Spot,1174489.2,12919381.22
PO20253000175,1,2025-04-24,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC025,アクティブプロモ20 合同会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000111,CL003,ビジネスサービス,CM023,研修/教育,CS0111,研修/教育（標準プラン）,HOUR,40.0,197406.71,7896268.39,JPY,NET45,KOBAYASHI,0,Spot,789626.84,8685895.23
PO20253000254,1,2025-04-24,JP01,S005,名古屋拠点,D006,物流,CC5001,SC034,ネクサスデジタル98 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000014,CL001,マーケティング,CM003,クリエイティブ制作,CS0014,クリエイティブ制作（月額サブスク）,HOUR,40.0,200073.72,8002948.64,JPY,NET30,SATO,1,Framework,800294.86,8803243.5
PO20253000297,1,2025-04-24,JP01,S001,本社（東京）,D008,総務,CC1001,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000088,CL002,リテールプロモ,CM018,リテールメディア,CS0088,リテールメディア（スポット対応）,LOT,6.0,4106133.49,24636800.94,JPY,NET30,SUZUKI,0,eProc,2463680.09,27100481.03
PO20253000463,1,2025-04-25,JP01,S004,関西物流センター,D006,物流,CC5001,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000065,CL002,リテールプロモ,CM013,ノベルティ,CS0065,ノベルティ（単発作業）,EA,3.0,2343537.47,7030612.41,JPY,NET30,SUZUKI,1,eProc,703061.24,7733673.65
PO20253000098,1,2025-04-26,JP01,S004,関西物流センター,D004,人事,CC2201,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000042,CL001,マーケティング,CM009,撮影/動画,CS0042,撮影/動画（プレミアムプラン）,MONTH,12.0,4192160.72,50305928.65,JPY,NET60,SUZUKI,0,Framework,5030592.86,55336521.51
PO20253000241,1,2025-04-26,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000007,CL001,マーケティング,CM002,デジタル広告,CS0007,デジタル広告（プレミアムプラン）,HOUR,20.0,194185.11,3883702.27,JPY,NET45,SUZUKI,0,Spot,388370.23,4272072.5
PO20253000354,1,2025-04-26,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC012,ブルームサプライ59 K.K.,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000071,CL002,リテールプロモ,CM015,サンプリング,CS0071,サンプリング（標準プラン）,SET,10.0,2319556.48,23195564.76,JPY,NET60,UEDA,0,Framework,2319556.48,25515121.24
PO20253000389,1,2025-04-26,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC017,フロンティアマーケ30 株式会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000215,CL005,IT,CM043,クラウド,CS0215,クラウド（単発作業）,EA,20.0,1742543.97,34850879.47,JPY,NET45,UEDA,0,eProc,3485087.95,38335967.42
PO20253000041,1,2025-04-27,JP01,S003,関東物流センター,D006,物流,CC5001,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000122,CL003,ビジネスサービス,CM025,会計/経理,CS0122,会計/経理（プレミアムプラン）,SET,5.0,2024808.01,10124040.04,JPY,NET60,KOBAYASHI,1,Framework,1012404.0,11136444.04
PO20253000180,1,2025-04-27,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000135,CL003,ビジネスサービス,CM027,コンサル,CS0135,コンサル（単発作業）,HOUR,20.0,217624.12,4352482.34,JPY,NET30,SATO,0,Spot,435248.23,4787730.57
PO20253000242,1,2025-04-27,JP01,S003,関東物流センター,D009,SCM企画,CC5101,SC033,サミットコンサル78 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000150,CL003,ビジネスサービス,CM030,総務支援,CS0150,総務支援（単発作業）,SET,2.0,1694183.4,3388366.79,JPY,NET30,SUZUKI,0,eProc,338836.68,3727203.47
